Trigger Data Ora RH_Raw T_Raw RH T
    1758 2024-11-16 16:49:-113.738 43690 43690 -139.504 397.200
    1759 2024-11-16 16:49:-113.729 43690 43690 -139.504 397.200
    1760 2024-11-16 16:49:-113.719 43690 43690 -139.504 397.200
    1761 2024-11-16 16:49:-113.710 43690 43690 -139.504 397.200
    1762 2024-11-16 16:49:-113.700 43690 43690 -139.504 397.200
    1763 2024-11-16 16:49:-113.690 43690 43690 -139.504 397.200
    1764 2024-11-16 16:49:-113.680 43690 43690 -139.504 397.200
    1765 2024-11-16 16:49:-113.670 43690 43690 -139.504 397.200
    1766 2024-11-16 16:49:-113.660 43690 43690 -139.504 397.200
    1767 2024-11-16 16:49:-113.650 43690 43690 -139.504 397.200
    1768 2024-11-16 16:49:-113.640 43690 43690 -139.504 397.200
    1769 2024-11-16 16:49:-113.630 43690 43690 -139.504 397.200
    1770 2024-11-16 16:49:-113.619 43690 43690 -139.504 397.200
    1771 2024-11-16 16:49:-113.609 43690 43690 -139.504 397.200
    1772 2024-11-16 16:49:-113.598 43690 43690 -139.504 397.200
    1773 2024-11-16 16:49:-113.588 43690 43690 -139.504 397.200
    1774 2024-11-16 16:49:-113.577 43690 43690 -139.504 397.200
    1775 2024-11-16 16:49:-113.567 43690 43690 -139.504 397.200
    1776 2024-11-16 16:49:-113.556 43690 43690 -139.504 397.200
    1777 2024-11-16 16:49:-113.545 43690 43690 -139.504 397.200
    1778 2024-11-16 16:49:-113.534 43690 43690 -139.504 397.200
    1779 2024-11-16 16:49:-113.523 43690 43690 -139.504 397.200
    1780 2024-11-16 16:49:-113.512 43690 43690 -139.504 397.200
    1781 2024-11-16 16:49:-113.501 43690 43690 -139.504 397.200
    1782 2024-11-16 16:49:-113.489 43690 43690 -139.504 397.200
    1783 2024-11-16 16:49:-113.478 43690 43690 -139.504 397.200
    1784 2024-11-16 16:49:-113.467 43690 43690 -139.504 397.200
    1785 2024-11-16 16:49:-113.455 43690 43690 -139.504 397.200
    1786 2024-11-16 16:49:-113.444 43690 43690 -139.504 397.200
    1787 2024-11-16 16:49:-113.432 43690 43690 -139.504 397.200
    1788 2024-11-16 16:49:-113.420 43690 43690 -139.504 397.200
    1789 2024-11-16 16:49:-113.408 43690 43690 -139.504 397.200
    1790 2024-11-16 16:49:-113.396 43690 43690 -139.504 397.200
    1791 2024-11-16 16:49:-113.384 43690 43690 -139.504 397.200
    1792 2024-11-16 16:49:-113.372 43690 43690 -139.504 397.200
    1793 2024-11-16 16:49:-113.360 43690 43690 -139.504 397.200
    1794 2024-11-16 16:49:-113.347 43690 43690 -139.504 397.200
    1795 2024-11-16 16:49:-113.335 43690 43690 -139.504 397.200
    1796 2024-11-16 16:49:-113.322 43690 43690 -139.504 397.200
    1797 2024-11-16 16:49:-113.310 43690 43690 -139.504 397.200
    1798 2024-11-16 16:49:-113.297 43690 43690 -139.504 397.200
    1799 2024-11-16 16:49:-113.284 43690 43690 -139.504 397.200
    1800 2024-11-16 16:49:-113.271 43690 43690 -139.504 397.200
    1801 2024-11-16 16:49:-113.258 43690 43690 -139.504 397.200
    1802 2024-11-16 16:49:-113.245 43690 43690 -139.504 397.200
    1803 2024-11-16 16:49:-113.232 43690 43690 -139.504 397.200
    1804 2024-11-16 16:49:-113.218 43690 43690 -139.504 397.200
    1805 2024-11-16 16:49:-113.205 43690 43690 -139.504 397.200
    1806 2024-11-16 16:49:-113.191 43690 43690 -139.504 397.200
    1807 2024-11-16 16:49:-113.177 43690 43690 -139.504 397.200
    1808 2024-11-16 16:49:-113.164 43690 43690 -139.504 397.200
    1809 2024-11-16 16:49:-113.150 43690 43690 -139.504 397.200
    1810 2024-11-16 16:49:-113.136 43690 43690 -139.504 397.200
    1811 2024-11-16 16:49:-113.121 43690 43690 -139.504 397.200
    1812 2024-11-16 16:49:-113.107 43690 43690 -139.504 397.200
    1813 2024-11-16 16:49:-113.093 43690 43690 -139.504 397.200
    1814 2024-11-16 16:49:-113.078 43690 43690 -139.504 397.200
    1815 2024-11-16 16:49:-113.064 43690 43690 -139.504 397.200
    1816 2024-11-16 16:49:-113.049 43690 43690 -139.504 397.200
    1817 2024-11-16 16:49:-113.034 43690 43690 -139.504 397.200
    1818 2024-11-16 16:49:-113.019 43690 43690 -139.504 397.200
    1819 2024-11-16 16:49:-113.004 43690 43690 -139.504 397.200
    1820 2024-11-16 16:49:-112.988 43690 43690 -139.504 397.200
    1821 2024-11-16 16:49:-112.973 43690 43690 -139.504 397.200
    1822 2024-11-16 16:49:-112.957 43690 43690 -139.504 397.200
    1823 2024-11-16 16:49:-112.941 43690 43690 -139.504 397.200
    1824 2024-11-16 16:49:-112.926 43690 43690 -139.504 397.200
    1825 2024-11-16 16:49:-112.910 43690 43690 -139.504 397.200
    1826 2024-11-16 16:49:-112.893 43690 43690 -139.504 397.200
    1827 2024-11-16 16:49:-112.877 43690 43690 -139.504 397.200
    1828 2024-11-16 16:49:-112.861 43690 43690 -139.504 397.200
    1829 2024-11-16 16:49:-112.844 43690 43690 -139.504 397.200
    1830 2024-11-16 16:49:-112.827 43690 43690 -139.504 397.200
    1831 2024-11-16 16:49:-112.810 43690 43690 -139.504 397.200
    1832 2024-11-16 16:49:-112.793 43690 43690 -139.504 397.200
    1833 2024-11-16 16:49:-112.776 43690 43690 -139.504 397.200
    1834 2024-11-16 16:49:-112.759 43690 43690 -139.504 397.200
    1835 2024-11-16 16:49:-112.741 43690 43690 -139.504 397.200
    1836 2024-11-16 16:49:-112.723 43690 43690 -139.504 397.200
    1837 2024-11-16 16:49:-112.706 43690 43690 -139.504 397.200
    1838 2024-11-16 16:49:-112.687 43690 43690 -139.504 397.200
    1839 2024-11-16 16:49:-112.669 43690 43690 -139.504 397.200
    1840 2024-11-16 16:49:-112.651 43690 43690 -139.504 397.200
    1841 2024-11-16 16:49:-112.632 43690 43690 -139.504 397.200
    1842 2024-11-16 16:49:-112.614 43690 43690 -139.504 397.200
    1843 2024-11-16 16:49:-112.595 43690 43690 -139.504 397.200
    1844 2024-11-16 16:49:-112.575 43690 43690 -139.504 397.200
    1845 2024-11-16 16:49:-112.556 43690 43690 -139.504 397.200
    1846 2024-11-16 16:49:-112.537 43690 43690 -139.504 397.200
    1847 2024-11-16 16:49:-112.517 43690 43690 -139.504 397.200
    1848 2024-11-16 16:49:-112.497 43690 43690 -139.504 397.200
    1849 2024-11-16 16:49:-112.477 43690 43690 -139.504 397.200
    1850 2024-11-16 16:49:-112.457 43690 43690 -139.504 397.200
    1851 2024-11-16 16:49:-112.436 43690 43690 -139.504 397.200
    1852 2024-11-16 16:49:-112.415 43690 43690 -139.504 397.200
    1853 2024-11-16 16:49:-112.394 43690 43690 -139.504 397.200
    1854 2024-11-16 16:49:-112.373 43690 43690 -139.504 397.200
    1855 2024-11-16 16:49:-112.352 43690 43690 -139.504 397.200
    1856 2024-11-16 16:49:-112.330 43690 43690 -139.504 397.200
    1857 2024-11-16 16:49:-112.309 43690 43690 -139.504 397.200
    1858 2024-11-16 16:49:-112.286 43690 43690 -139.504 397.200
    1859 2024-11-16 16:49:-112.264 43690 43690 -139.504 397.200
    1860 2024-11-16 16:49:-112.242 43690 43690 -139.504 397.200
    1861 2024-11-16 16:49:-112.219 43690 43690 -139.504 397.200
    1862 2024-11-16 16:49:-112.196 43690 43690 -139.504 397.200
    1863 2024-11-16 16:49:-112.173 43690 43690 -139.504 397.200
    1864 2024-11-16 16:49:-112.149 43690 43690 -139.504 397.200
    1865 2024-11-16 16:49:-112.125 43690 43690 -139.504 397.200
    1866 2024-11-16 16:49:-112.101 43690 43690 -139.504 397.200
    1867 2024-11-16 16:49:-112.077 43690 43690 -139.504 397.200
    1868 2024-11-16 16:49:-112.053 43690 43690 -139.504 397.200
    1869 2024-11-16 16:49:-112.028 43690 43690 -139.504 397.200
    1870 2024-11-16 16:49:-112.003 43690 43690 -139.504 397.200
    1871 2024-11-16 16:49:-111.977 43690 43690 -139.504 397.200
    1872 2024-11-16 16:49:-111.952 43690 43690 -139.504 397.200
    1873 2024-11-16 16:49:-111.926 43690 43690 -139.504 397.200
    1874 2024-11-16 16:49:-111.899 43690 43690 -139.504 397.200
    1875 2024-11-16 16:49:-111.873 43690 43690 -139.504 397.200
    1876 2024-11-16 16:49:-111.846 43690 43690 -139.504 397.200
    1877 2024-11-16 16:49:-111.819 43690 43690 -139.504 397.200
    1878 2024-11-16 16:49:-111.791 43690 43690 -139.504 397.200
    1879 2024-11-16 16:49:-111.763 43690 43690 -139.504 397.200
    1880 2024-11-16 16:49:-111.735 43690 43690 -139.504 397.200
    1881 2024-11-16 16:49:-111.707 43690 43690 -139.504 397.200
    1882 2024-11-16 16:49:-111.678 43690 43690 -139.504 397.200
    1883 2024-11-16 16:49:-111.649 43690 43690 -139.504 397.200
    1884 2024-11-16 16:49:-111.619 43690 43690 -139.504 397.200
    1885 2024-11-16 16:49:-111.589 43690 43690 -139.504 397.200
    1886 2024-11-16 16:49:-111.559 43690 43690 -139.504 397.200
    1887 2024-11-16 16:49:-111.528 43690 43690 -139.504 397.200
    1888 2024-11-16 16:49:-111.497 43690 43690 -139.504 397.200
    1889 2024-11-16 16:49:-111.466 43690 43690 -139.504 397.200
    1890 2024-11-16 16:49:-111.434 43690 43690 -139.504 397.200
    1891 2024-11-16 16:49:-111.401 43690 43690 -139.504 397.200
    1892 2024-11-16 16:49:-111.369 43690 43690 -139.504 397.200
    1893 2024-11-16 16:49:-111.336 43690 43690 -139.504 397.200
    1894 2024-11-16 16:49:-111.302 43690 43690 -139.504 397.200
    1895 2024-11-16 16:49:-111.268 43690 43690 -139.504 397.200
    1896 2024-11-16 16:49:-111.234 43690 43690 -139.504 397.200
    1897 2024-11-16 16:49:-111.199 43690 43690 -139.504 397.200
    1898 2024-11-16 16:49:-111.164 43690 43690 -139.504 397.200
    1899 2024-11-16 16:49:-111.128 43690 43690 -139.504 397.200
    1900 2024-11-16 16:49:-111.092 43690 43690 -139.504 397.200
    1901 2024-11-16 16:49:-111.055 43690 43690 -139.504 397.200
    1902 2024-11-16 16:49:-111.018 43690 43690 -139.504 397.200
    1903 2024-11-16 16:49:-110.980 43690 43690 -139.504 397.200
    1904 2024-11-16 16:49:-110.941 43690 43690 -139.504 397.200
    1905 2024-11-16 16:49:-110.903 43690 43690 -139.504 397.200
    1906 2024-11-16 16:49:-110.863 43690 43690 -139.504 397.200
    1907 2024-11-16 16:49:-110.823 43690 43690 -139.504 397.200
    1908 2024-11-16 16:49:-110.783 43690 43690 -139.504 397.200
    1909 2024-11-16 16:49:-110.742 43690 43690 -139.504 397.200
    1910 2024-11-16 16:49:-110.700 43690 43690 -139.504 397.200
    1911 2024-11-16 16:49:-110.658 43690 43690 -139.504 397.200
    1912 2024-11-16 16:49:-110.615 43690 43690 -139.504 397.200
    1913 2024-11-16 16:49:-110.571 43690 43690 -139.504 397.200
    1914 2024-11-16 16:49:-110.527 43690 43690 -139.504 397.200
    1915 2024-11-16 16:49:-110.482 43690 43690 -139.504 397.200
    1916 2024-11-16 16:49:-110.436 43690 43690 -139.504 397.200
    1917 2024-11-16 16:49:-110.390 43690 43690 -139.504 397.200
    1918 2024-11-16 16:49:-110.343 43690 43690 -139.504 397.200
    1919 2024-11-16 16:49:-110.295 43690 43690 -139.504 397.200
    1920 2024-11-16 16:49:-110.247 43690 43690 -139.504 397.200
    1921 2024-11-16 16:49:-110.198 43690 43690 -139.504 397.200
    1922 2024-11-16 16:49:-110.148 43690 43690 -139.504 397.200
    1923 2024-11-16 16:49:-110.097 43690 43690 -139.504 397.200
    1924 2024-11-16 16:49:-110.045 43690 43690 -139.504 397.200
    1925 2024-11-16 16:49:-109.993 43690 43690 -139.504 397.200
    1926 2024-11-16 16:49:-109.940 43690 43690 -139.504 397.200
    1927 2024-11-16 16:49:-109.885 43690 43690 -139.504 397.200
    1928 2024-11-16 16:49:-109.830 43690 43690 -139.504 397.200
    1929 2024-11-16 16:49:-109.774 43690 43690 -139.504 397.200
    1930 2024-11-16 16:49:-109.717 43690 43690 -139.504 397.200
    1931 2024-11-16 16:49:-109.659 43690 43690 -139.504 397.200
    1932 2024-11-16 16:49:-109.600 43690 43690 -139.504 397.200
    1933 2024-11-16 16:49:-109.540 43690 43690 -139.504 397.200
    1934 2024-11-16 16:49:-109.479 43690 43690 -139.504 397.200
    1935 2024-11-16 16:49:-109.417 43690 43690 -139.504 397.200
    1936 2024-11-16 16:49:-109.354 43690 43690 -139.504 397.200
    1937 2024-11-16 16:49:-109.290 43690 43690 -139.504 397.200
    1938 2024-11-16 16:49:-109.224 43690 43690 -139.504 397.200
    1939 2024-11-16 16:49:-109.158 43690 43690 -139.504 397.200
    1940 2024-11-16 16:49:-109.090 43690 43690 -139.504 397.200
    1941 2024-11-16 16:49:-109.020 43690 43690 -139.504 397.200
    1942 2024-11-16 16:49:-108.950 43690 43690 -139.504 397.200
    1943 2024-11-16 16:49:-108.878 43690 43690 -139.504 397.200
    1944 2024-11-16 16:49:-108.805 43690 43690 -139.504 397.200
    1945 2024-11-16 16:49:-108.730 43690 43690 -139.504 397.200
    1946 2024-11-16 16:49:-108.654 43690 43690 -139.504 397.200
    1947 2024-11-16 16:49:-108.576 43690 43690 -139.504 397.200
    1948 2024-11-16 16:49:-108.497 43690 43690 -139.504 397.200
    1949 2024-11-16 16:49:-108.416 43690 43690 -139.504 397.200
    1950 2024-11-16 16:49:-108.334 43690 43690 -139.504 397.200
    1951 2024-11-16 16:49:-108.250 43690 43690 -139.504 397.200
    1952 2024-11-16 16:49:-108.164 43690 43690 -139.504 397.200
    1953 2024-11-16 16:49:-108.076 43690 43690 -139.504 397.200
    1954 2024-11-16 16:49:-107.986 43690 43690 -139.504 397.200
    1955 2024-11-16 16:49:-107.895 43690 43690 -139.504 397.200
    1956 2024-11-16 16:49:-107.801 43690 43690 -139.504 397.200
    1957 2024-11-16 16:49:-107.706 43690 43690 -139.504 397.200
    1958 2024-11-16 16:49:-107.608 43690 43690 -139.504 397.200
    1959 2024-11-16 16:49:-107.508 43690 43690 -139.504 397.200
    1960 2024-11-16 16:49:-107.406 43690 43690 -139.504 397.200
    1961 2024-11-16 16:49:-107.302 43690 43690 -139.504 397.200
    1962 2024-11-16 16:49:-107.195 43690 43690 -139.504 397.200
    1963 2024-11-16 16:49:-107.085 43690 43690 -139.504 397.200
    1964 2024-11-16 16:49:-106.973 43690 43690 -139.504 397.200
    1965 2024-11-16 16:49:-106.858 43690 43690 -139.504 397.200
    1966 2024-11-16 16:49:-106.741 43690 43690 -139.504 397.200
    1967 2024-11-16 16:49:-106.620 43690 43690 -139.504 397.200
    1968 2024-11-16 16:49:-106.497 43690 43690 -139.504 397.200
    1969 2024-11-16 16:49:-106.370 43690 43690 -139.504 397.200
    1970 2024-11-16 16:49:-106.241 43690 43690 -139.504 397.200
    1971 2024-11-16 16:49:-106.107 43690 43690 -139.504 397.200
    1972 2024-11-16 16:49:-105.971 43690 43690 -139.504 397.200
    1973 2024-11-16 16:49:-105.830 43690 43690 -139.504 397.200
    1974 2024-11-16 16:49:-105.686 43690 43690 -139.504 397.200
    1975 2024-11-16 16:49:-105.538 43690 43690 -139.504 397.200
    1976 2024-11-16 16:49:-105.386 43690 43690 -139.504 397.200
    1977 2024-11-16 16:49:-105.229 43690 43690 -139.504 397.200
    1978 2024-11-16 16:49:-105.068 43690 43690 -139.504 397.200
    1979 2024-11-16 16:49:-104.903 43690 43690 -139.504 397.200
    1980 2024-11-16 16:49:-104.732 43690 43690 -139.504 397.200
    1981 2024-11-16 16:49:-104.557 43690 43690 -139.504 397.200
    1982 2024-11-16 16:49:-104.376 43690 43690 -139.504 397.200
    1983 2024-11-16 16:49:-104.189 43690 43690 -139.504 397.200
    1984 2024-11-16 16:49:-103.997 43690 43690 -139.504 397.200
    1985 2024-11-16 16:49:-103.799 43690 43690 -139.504 397.200
    1986 2024-11-16 16:49:-103.594 43690 43690 -139.504 397.200
    1987 2024-11-16 16:49:-103.382 43690 43690 -139.504 397.200
    1988 2024-11-16 16:49:-103.164 43690 43690 -139.504 397.200
    1989 2024-11-16 16:49:-102.938 43690 43690 -139.504 397.200
    1990 2024-11-16 16:49:-102.704 43690 43690 -139.504 397.200
    1991 2024-11-16 16:49:-102.462 43690 43690 -139.504 397.200
    1992 2024-11-16 16:49:-102.211 43690 43690 -139.504 397.200
    1993 2024-11-16 16:49:-101.952 43690 43690 -139.504 397.200
    1994 2024-11-16 16:49:-101.682 43690 43690 -139.504 397.200
    1995 2024-11-16 16:49:-101.403 43690 43690 -139.504 397.200
    1996 2024-11-16 16:49:-101.112 43690 43690 -139.504 397.200
    1997 2024-11-16 16:49:-100.811 43690 43690 -139.504 397.200
    1998 2024-11-16 16:49:-100.497 43690 43690 -139.504 397.200
    1999 2024-11-16 16:49:-100.170 43690 43690 -139.504 397.200
    2000 2024-11-16 16:49:-99.830 43690 43690 -139.504 397.200
    2001 2024-11-16 16:49:-99.476 43690 43690 -139.504 397.200
    2002 2024-11-16 16:49:-99.106 43690 43690 -139.504 397.200
    2003 2024-11-16 16:49:-98.719 43690 43690 -139.504 397.200
    2004 2024-11-16 16:49:-98.315 43690 43690 -139.504 397.200
    2005 2024-11-16 16:49:-97.892 43690 43690 -139.504 397.200
    2006 2024-11-16 16:49:-97.449 43690 43690 -139.504 397.200
    2007 2024-11-16 16:49:-96.985 43690 43690 -139.504 397.200
    2008 2024-11-16 16:49:-96.497 43690 43690 -139.504 397.200
    2009 2024-11-16 16:49:-95.984 43690 43690 -139.504 397.200
    2010 2024-11-16 16:49:-95.444 43690 43690 -139.504 397.200
    2011 2024-11-16 16:49:-94.875 43690 43690 -139.504 397.200
    2012 2024-11-16 16:49:-94.275 43690 43690 -139.504 397.200
    2013 2024-11-16 16:49:-93.640 43690 43690 -139.504 397.200
    2014 2024-11-16 16:49:-92.968 43690 43690 -139.504 397.200
    2015 2024-11-16 16:49:-92.255 43690 43690 -139.504 397.200
    2016 2024-11-16 16:49:-91.497 43690 43690 -139.504 397.200
    2017 2024-11-16 16:49:-90.691 43690 43690 -139.504 397.200
    2018 2024-11-16 16:49:-89.830 43690 43690 -139.504 397.200
    2019 2024-11-16 16:49:-88.911 43690 43690 -139.504 397.200
    2020 2024-11-16 16:49:-87.926 43690 43690 -139.504 397.200
    2021 2024-11-16 16:49:-86.867 43690 43690 -139.504 397.200
    2022 2024-11-16 16:49:-85.728 43690 43690 -139.504 397.200
    2023 2024-11-16 16:49:-84.497 43690 43690 -139.504 397.200
    2024 2024-11-16 16:49:-83.164 43690 43690 -139.504 397.200
    2025 2024-11-16 16:49:-81.714 43690 43690 -139.504 397.200
    2026 2024-11-16 16:49:-80.133 43690 43690 -139.504 397.200
    2027 2024-11-16 16:49:-78.402 43690 43690 -139.504 397.200
    2028 2024-11-16 16:49:-76.497 43690 43690 -139.504 397.200
    2029 2024-11-16 16:49:-74.392 43690 43690 -139.504 397.200
    2030 2024-11-16 16:49:-72.053 43690 43690 -139.504 397.200
    2031 2024-11-16 16:49:-69.438 43690 43690 -139.504 397.200
    2032 2024-11-16 16:49:-66.497 43690 43690 -139.504 397.200
    2033 2024-11-16 16:49:-63.164 43690 43690 -139.504 397.200
    2034 2024-11-16 16:49:-59.354 43690 43690 -139.504 397.200
    2035 2024-11-16 16:49:-54.959 43690 43690 -139.504 397.200
    2036 2024-11-16 16:49:-49.830 43690 43690 -139.504 397.200
    2037 2024-11-16 16:49:-43.770 43690 43690 -139.504 397.200
    2038 2024-11-16 16:49:-36.497 43690 43690 -139.504 397.200
    2039 2024-11-16 16:49:-27.608 43690 43690 -139.504 397.200
    2040 2024-11-16 16:49:-16.497 43690 43690 -139.504 397.200
    2041 2024-11-16 16:49:-2.211 43690 43690 -139.504 397.200
    2042 2024-11-16 16:49:16.836 43690 43690 -139.504 397.200
    2043 2024-11-16 16:49:43.503 43690 43690 -139.504 397.200
    2044 2024-11-16 16:49:83.503 43690 43690 -139.504 397.200
    2045 2024-11-16 16:49:150.170 43690 43690 -139.504 397.200
    2046 2024-11-16 16:49:283.503 43690 43690 -139.504 397.200
    2047 2024-11-16 16:49:683.503 43690 43690 -139.504 397.200
    2048 2024-11-16 16:49:-301.490 43690 43690 -139.504 397.200
    2049 2024-11-16 16:49:-301.488 43690 43690 -139.504 397.200
    2050 2024-11-16 16:49:-301.486 43690 43690 -139.504 397.200
    2051 2024-11-16 16:49:-301.485 43690 43690 -139.504 397.200
    2052 2024-11-16 16:49:-301.483 43690 43690 -139.504 397.200
    2053 2024-11-16 16:49:-301.481 43690 43690 -139.504 397.200
    2054 2024-11-16 16:49:-301.479 43690 43690 -139.504 397.200
    2055 2024-11-16 16:49:-301.478 43690 43690 -139.504 397.200
    2056 2024-11-16 16:49:-301.476 43690 43690 -139.504 397.200
    2057 2024-11-16 16:49:-301.474 43690 43690 -139.504 397.200
    2058 2024-11-16 16:49:-301.472 43690 43690 -139.504 397.200
    2059 2024-11-16 16:49:-301.471 43690 43690 -139.504 397.200
    2060 2024-11-16 16:49:-301.469 43690 43690 -139.504 397.200
    2061 2024-11-16 16:49:-301.467 43690 43690 -139.504 397.200
    2062 2024-11-16 16:49:-301.465 43690 43690 -139.504 397.200
    2063 2024-11-16 16:49:-301.463 43690 43690 -139.504 397.200
    2064 2024-11-16 16:49:-301.462 43690 43690 -139.504 397.200
    2065 2024-11-16 16:49:-301.460 43690 43690 -139.504 397.200
    2066 2024-11-16 16:49:-301.458 43690 43690 -139.504 397.200
    2067 2024-11-16 16:49:-301.456 43690 43690 -139.504 397.200
    2068 2024-11-16 16:49:-301.454 43690 43690 -139.504 397.200
    2069 2024-11-16 16:49:-301.453 43690 43690 -139.504 397.200
    2070 2024-11-16 16:49:-301.451 43690 43690 -139.504 397.200
    2071 2024-11-16 16:49:-301.449 43690 43690 -139.504 397.200
    2072 2024-11-16 16:49:-301.447 43690 43690 -139.504 397.200
    2073 2024-11-16 16:49:-301.445 43690 43690 -139.504 397.200
    2074 2024-11-16 16:49:-301.443 43690 43690 -139.504 397.200
    2075 2024-11-16 16:49:-301.441 43690 43690 -139.504 397.200
    2076 2024-11-16 16:49:-301.440 43690 43690 -139.504 397.200
    2077 2024-11-16 16:49:-301.438 43690 43690 -139.504 397.200
    2078 2024-11-16 16:49:-301.436 43690 43690 -139.504 397.200
    2079 2024-11-16 16:49:-301.434 43690 43690 -139.504 397.200
    2080 2024-11-16 16:49:-301.432 43690 43690 -139.504 397.200
    2081 2024-11-16 16:49:-301.430 43690 43690 -139.504 397.200
    2082 2024-11-16 16:49:-301.428 43690 43690 -139.504 397.200
    2083 2024-11-16 16:49:-301.426 43690 43690 -139.504 397.200
    2084 2024-11-16 16:49:-301.425 43690 43690 -139.504 397.200
    2085 2024-11-16 16:49:-301.423 43690 43690 -139.504 397.200
    2086 2024-11-16 16:49:-301.421 43690 43690 -139.504 397.200
    2087 2024-11-16 16:49:-301.419 43690 43690 -139.504 397.200
    2088 2024-11-16 16:49:-301.417 43690 43690 -139.504 397.200
    2089 2024-11-16 16:49:-301.415 43690 43690 -139.504 397.200
    2090 2024-11-16 16:49:-301.413 43690 43690 -139.504 397.200
    2091 2024-11-16 16:49:-301.411 43690 43690 -139.504 397.200
    2092 2024-11-16 16:49:-301.409 43690 43690 -139.504 397.200
    2093 2024-11-16 16:49:-301.407 43690 43690 -139.504 397.200
    2094 2024-11-16 16:49:-301.405 43690 43690 -139.504 397.200
    2095 2024-11-16 16:49:-301.403 43690 43690 -139.504 397.200
    2096 2024-11-16 16:49:-301.401 43690 43690 -139.504 397.200
    2097 2024-11-16 16:49:-301.399 43690 43690 -139.504 397.200
    2098 2024-11-16 16:49:-301.397 43690 43690 -139.504 397.200
    2099 2024-11-16 16:49:-301.395 43690 43690 -139.504 397.200
    2100 2024-11-16 16:49:-301.393 43690 43690 -139.504 397.200
    2101 2024-11-16 16:49:-301.391 43690 43690 -139.504 397.200
    2102 2024-11-16 16:49:-301.389 43690 43690 -139.504 397.200
    2103 2024-11-16 16:49:-301.387 43690 43690 -139.504 397.200
    2104 2024-11-16 16:49:-301.385 43690 43690 -139.504 397.200
    2105 2024-11-16 16:49:-301.383 43690 43690 -139.504 397.200
    2106 2024-11-16 16:49:-301.381 43690 43690 -139.504 397.200
    2107 2024-11-16 16:49:-301.379 43690 43690 -139.504 397.200
    2108 2024-11-16 16:49:-301.377 43690 43690 -139.504 397.200
    2109 2024-11-16 16:49:-301.375 43690 43690 -139.504 397.200
    2110 2024-11-16 16:49:-301.373 43690 43690 -139.504 397.200
    2111 2024-11-16 16:49:-301.371 43690 43690 -139.504 397.200
    2112 2024-11-16 16:49:-301.369 43690 43690 -139.504 397.200
    2113 2024-11-16 16:49:-301.367 43690 43690 -139.504 397.200
    2114 2024-11-16 16:49:-301.364 43690 43690 -139.504 397.200
    2115 2024-11-16 16:49:-301.362 43690 43690 -139.504 397.200
    2116 2024-11-16 16:49:-301.360 43690 43690 -139.504 397.200
    2117 2024-11-16 16:49:-301.358 43690 43690 -139.504 397.200
    2118 2024-11-16 16:49:-301.356 43690 43690 -139.504 397.200
    2119 2024-11-16 16:49:-301.354 43690 43690 -139.504 397.200
    2120 2024-11-16 16:49:-301.352 43690 43690 -139.504 397.200
    2121 2024-11-16 16:49:-301.350 43690 43690 -139.504 397.200
    2122 2024-11-16 16:49:-301.347 43690 43690 -139.504 397.200
    2123 2024-11-16 16:49:-301.345 43690 43690 -139.504 397.200
    2124 2024-11-16 16:49:-301.343 43690 43690 -139.504 397.200
    2125 2024-11-16 16:49:-301.341 43690 43690 -139.504 397.200
    2126 2024-11-16 16:49:-301.339 43690 43690 -139.504 397.200
    2127 2024-11-16 16:49:-301.336 43690 43690 -139.504 397.200
    2128 2024-11-16 16:49:-301.334 43690 43690 -139.504 397.200
    2129 2024-11-16 16:49:-301.332 43690 43690 -139.504 397.200
    2130 2024-11-16 16:49:-301.330 43690 43690 -139.504 397.200
    2131 2024-11-16 16:49:-301.328 43690 43690 -139.504 397.200
    2132 2024-11-16 16:49:-301.325 43690 43690 -139.504 397.200
    2133 2024-11-16 16:49:-301.323 43690 43690 -139.504 397.200
    2134 2024-11-16 16:49:-301.321 43690 43690 -139.504 397.200
    2135 2024-11-16 16:49:-301.319 43690 43690 -139.504 397.200
    2136 2024-11-16 16:49:-301.316 43690 43690 -139.504 397.200
    2137 2024-11-16 16:49:-301.314 43690 43690 -139.504 397.200
    2138 2024-11-16 16:49:-301.312 43690 43690 -139.504 397.200
    2139 2024-11-16 16:49:-301.310 43690 43690 -139.504 397.200
    2140 2024-11-16 16:49:-301.307 43690 43690 -139.504 397.200
    2141 2024-11-16 16:49:-301.305 43690 43690 -139.504 397.200
    2142 2024-11-16 16:49:-301.303 43690 43690 -139.504 397.200
    2143 2024-11-16 16:49:-301.300 43690 43690 -139.504 397.200
    2144 2024-11-16 16:49:-301.298 43690 43690 -139.504 397.200
    2145 2024-11-16 16:49:-301.296 43690 43690 -139.504 397.200
    2146 2024-11-16 16:49:-301.293 43690 43690 -139.504 397.200
    2147 2024-11-16 16:49:-301.291 43690 43690 -139.504 397.200
    2148 2024-11-16 16:49:-301.289 43690 43690 -139.504 397.200
    2149 2024-11-16 16:49:-301.286 43690 43690 -139.504 397.200
    2150 2024-11-16 16:49:-301.284 43690 43690 -139.504 397.200
    2151 2024-11-16 16:49:-301.282 43690 43690 -139.504 397.200
    2152 2024-11-16 16:49:-301.279 43690 43690 -139.504 397.200
    2153 2024-11-16 16:49:-301.277 43690 43690 -139.504 397.200
    2154 2024-11-16 16:49:-301.275 43690 43690 -139.504 397.200
    2155 2024-11-16 16:49:-301.272 43690 43690 -139.504 397.200
    2156 2024-11-16 16:49:-301.270 43690 43690 -139.504 397.200
